"","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox Office","WorldwideBox Office","Trailer","MPAA_Rating","Production_Method","Genre","Running_Time","Keywords","Franchise","Production_Companies","Production_Countries","Source","Creative_Type","warner","Columbia","Universal_Pictures","Walt_Disney_Pictures","Marvel_Studios","Paramount_Pictures","Century_Fox","Relativity_Media","DreamWorks_Pictures","New_Line_Cinema","Dune_Entertainment","Canal_Plus","Regency_Enterprises","Lionsgate","BBC_Films","StudioCanal","Working_Title_Films","Blumhouse","BFI","France","Cine_Plus","Participant_Media","Village_Roadshow_Productions","Metro_Goldwyn_Mayer_Pictures","Year","month"
"6488","Apr 20, 2012","To the Arctic 3D",NA,270228,14517845,19039519,1,"G","Live Action","Documentary",40,"Animal Lead, Environment, 3-D, Voiceover/Narration, Agitprop",0,"IMAX Corporation, One World One Ocean, MacGillivray Freeman","United States","Based on Real Life Events","Factual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Apr"
"6492","Sep 23, 2005","Magnificent Desolation",NA,503253,34126126,39846896,0,"Not Rated","Live Action","Documentary",40,"3-D, Short",0,"IMAX Corporation","United States","Based on Real Life Events","Factual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,"Sep"
"6494","Oct 10, 2014","The Judge",5e+07,13116226,47119388,76119388,1,"R","Live Action","Drama",141,"Lawyers, Courtroom Drama, Funeral Reunions, Dysfunctional Family, Ensemble, You Can't Go Home Again",0,"Team Downey, Big Kid Pictures","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Oct"
"6498","Aug 9, 2013","Blood",NA,NA,NA,NA,0,"Not Rated","Live Action","Thriller/Suspense",92,"Father's Footsteps, Police Procedural, Corrupt Cops, Life in a Small Town",0,"Image Entertainment","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Aug"
"6499","Dec 9, 2011","I Melt with You",NA,2729,6361,6361,0,"R","Live Action","Drama",116,"College Reunions, Mid-Life Crisis, Narcotics, Suicide, Assisted Suicide, Voiceover/Narration",0,"Iron Hoss, Stealth Media Group, Media House Capital, Image Entertainment","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,"Dec"
"6500","May 20, 2011","35 and Ticking",NA,29775,113804,113804,0,"R","Live Action","Romantic Comedy",104,"African-American, Ensemble, Mid-Life Crisis, Delayed Adulthood, Relationships Gone Wrong, Prologue, Relationship Advice, Life on the Outside",0,"Image Entertainment, One Village Entertainment, Uproar Productions, SWRL Films","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,"May"
"6501","Feb 27, 2007","Carlos Santana & Wayne Shor…",NA,NA,NA,NA,0,NA,"Live Action","Concert/Performance",124,"Direct-to-Video",0,"Image Entertainment",NA,"Based on Real Life Events","Factual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,"Feb"
"6502","Jun 30, 1995","Apollo 13",6.5e+07,25353380,173772767,335802271,0,"PG","Live Action","Drama",139,"Visual Effects, Space Program, Disaster, IMAX: DMR",0,"Image Entertainment","United States","Based on Factual Book/Article","Dramatization",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"Jun"
"6505","Jan 31, 2014","Labor Day",1.8e+07,5175282,13371528,14189810,1,"PG-13","Live Action","Drama",111,"Single Parent, Fugitive / On the Run, Romance, Voiceover/Narration, Depression, Life on the Outside, Non-Chronological, Accidental Death, Death of a Son or Daughter, Death of a Spouse or Fiancée / Fiancé, Coming of Age, Anxiety and Phobias",0,"Right of Way Films, Mr. Mudd","United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Jan"
"6507","Mar 16, 2012","Jeff, Who Lives at Home",1e+07,855709,4269426,4708127,1,"R","Live Action","Comedy",83,"Delayed Adulthood, Dysfunctional Family, Narcotics, Relationships Gone Wrong, Infidelity, Fate or Destiny, Intertitle, Death of a Spouse or Fiancée / Fiancé, Widow/Widower, Young Child Dealing with the Death of a Parent, Improvised, LGBT, Romance",0,"Indian Paintbrush, Mr. Mudd, Right of Way Films","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Mar"
"6509","Mar 4, 2011","Abel",NA,NA,NA,NA,0,"Not Rated","Live Action","Drama",85,"Alternate Reality, Mental Illness, Pretending to be your Parents",0,"Canana, Mr. Mudd","Mexico","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,"Mar"
"6511","Nov 23, 2005","The Libertine",2.2e+07,27804,4835065,9448623,0,"R","Live Action","Drama",114,"Biography",0,"Mr. Mudd","Australia,United Kingdom","Based on Play","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,"Nov"
"6518","Apr 22, 2016","Mænd og Høns",NA,2654,30207,454271,0,"Not Rated","Live Action","Black Comedy",100,"Genetic Engineering, Medical and Hospitals, Mental Hospital, Reunited With Biological Family, Adopted Family, Therapist",0,"M+M Films, DCM Productions, Studio Babelsberg, Film i Vast, DFI, DR, The German Federal Film Fund, Medienboard Berlin-Brandenburg, The German Federal Film Board, Eurimages, FilmFyn, ZDF/ARTE, Nadcon Film","Denmark,Germany","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,"Apr"
"6524","Dec 9, 2011","Happy People: A Year in the…",NA,NA,338987,338987,0,"Not Rated","Live Action","Documentary",94,"Life in a Small Town, Directing Yourself, Voiceover/Narration",0,"Studio Babelsberg","Germany","Based on Real Life Events","Factual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,"Dec"
"6526","Apr 6, 2007","Zwartboek",2.2e+07,112521,4398532,27238354,0,"R","Live Action","Thriller/Suspense",145,"World War II, Foreign Language, War",0,"Fu Works, Egoli Tossell Film, Clockwork Pictures, Marmont Film Financing, Studio Babelsberg, Motel Films, Hector BV, VIP Medienfonds 4","Belgium,Germany,Netherlands,United Kingdom","Based on Real Life Events","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,"Apr"
"6527","Feb 12, 2014","RoboCop",1.2e+08,21681430,58607007,242981799,1,"PG-13","Live Action","Action",116,"3-D, Robot, Cyborg, Police Procedural, Gangs, Dysfunctional Family, Terrorism, War, Iraq War, Suicide Bomber, Non-Chronological, Corrupt Cops, Voiceover/Narration, Intertitle, Dream Sequence",0,"Strike Entertainment","United States","Remake","Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Feb"
"6538","Apr 10, 2015","Ex Machina",1.3e+07,237264,25440971,38358392,0,"R","Live Action","Thriller/Suspense",110,"Robot, Artificial Intelligence, Inventor, Interspecies Romance, Addiction, Black Out Drunk, Surprise Twist, Cabin in the Woods, Intertitle, Alaska, Digital Cinematography, Psychological Thriller",0,"DNA Films","United Kingdom,United States","Original Screenplay","Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,"Apr"
"6539","Dec 31, 2013","Sunshine on Leith",NA,NA,NA,8890062,0,"PG","Live Action","Musical",NA,NA,0,"Entertainment Film Distributors, BFI, Creative Scotland, DNA Films, Black Camel Pictures","United Kingdom","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,"Dec"
"6560","Apr 22, 2016","Precious Cargo",NA,NA,NA,575822,1,"R","Live Action","Thriller/Suspense",95,"Heist, Organized Crime, Fugitive / On the Run, Betrayal, Non-Chronological, Bodyguard, Tortured for Information, Near Death Experience, Doctors, Faked Pregnancies, Assassination, Martial Arts, Surprise Twist",0,"Lionsgate Premiere, Grindstone Entertainment Group, Emmett Furla Oasis Films, Herrick Entertainment, Mann Made Films","United States","Based on Short Film","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,"Apr"
"6563","Feb 18, 2011","Vanishing on Seventh Street",NA,2898,22729,22729,0,"R","Live Action","Thriller/Suspense",90,"End of the World, Religious, Inspired by a True Story, Non-Chronological",0,"Herrick Entertainment, Mandalay Vision, Circle of Confusion, Forest Park Pictures","United States","Original Screenplay","Fantasy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,"Feb"
"6566","Feb 7, 2014","The Monuments Men",7e+07,22003433,78031620,158702748,1,"PG-13","Live Action","Drama",118,"World War II, Nazis, Museum, Directing Yourself, Screenplay Written By the Star",0,"Smokehouse Pictures","Germany,United States","Based on Factual Book/Article","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Feb"
"6567","Dec 25, 2013","August: Osage County",2.5e+07,179302,37738810,50738810,1,"R","Live Action","Black Comedy",119,"Dysfunctional Family, Suicide, Sibling Rivalry, Incest, Infidelity, Addiction, Writing and Writers, Funeral Reunions",0,"Jean Doumanian, Smokehouse Pictures, Battle Mountain Films, Yucaipa Films","Canada,United States","Based on Play","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Dec"
"6568","Sep 1, 2010","The American",2e+07,13177790,35606376,67950723,1,"R","Live Action","Thriller/Suspense",103,"Hitmen, One Last Job, Romance, Hitman Falling In Love with their Target",0,"Greenlit Productions, This is That, Smokehouse Pictures","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,"Sep"
"6571","Apr 18, 2003","Malibu's Most Wanted",1.5e+07,12618159,34308901,34499204,0,"PG-13","Live Action","Comedy",86,"Hood Film",0,"Karz Entertainment","United States","Based on TV","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,"Apr"
"6575","Nov 2, 1957","L'oro di Napoli",NA,NA,NA,NA,NA,"Not Rated","Live Action","Comedy",107,"Italy, Segments, Prostitution, Infidelity, Clowns, Organized Crime, Death of a Son or Daughter, Gambling",0,"Dino De Laurentiis, Carlo Ponti Cinematografica","Italy","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,"Nov"
"6577","Dec 25, 2003","Paycheck",6e+07,13462374,53789313,98819789,NA,"PG-13","Live Action","Thriller/Suspense",115,"Faulty Memory",0,"David Entertainment Company, Lion Rock Films","United States","Based on Fiction Book/Short Story","Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,"Dec"
"6582","Jul 13, 2001","The Score",6.8e+07,19018807,71069884,113542091,NA,"R","Live Action","Thriller/Suspense",124,"Heist",0,"Horseshoe Bay, Lee Rich","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,"Jul"
"6585","Nov 20, 2015","Criminal Activities",7e+06,NA,NA,386744,0,"Not Rated","Live Action","Thriller/Suspense",94,"Directing Yourself, Drug Dealer, Organized Crime, Kidnap, Gangs",0,"RLJ Entertainment, Mayday Movie Productions, Neenee Productions, Producer's Capital Fund, Phoenix Rising Motion Pictures, Wayne Rice","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,"Nov"
"6590","Oct 10, 2014","The Houses October Built",NA,NA,NA,NA,0,"Not Rated","Live Action","Horror",91,"Halloween, Road Trip, Directing Yourself, Screenplay Written By the Star, Found Footage, Early / Simultaneous Video on Demand release, Hauntings, Haunted House",0,"Room 101, Inc. , Foreboding Films","United States","Original Screenplay","Factual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Oct"
"6597","Apr 23, 2010","The Losers",2.5e+07,9406348,23591432,29863840,1,"PG-13","Live Action","Action",97,"D.C. Comics",0,"Dark Castle Entertainment","United States","Based on Comic/Graphic Novel","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,"Apr"
"6600","Oct 29, 1999","House on Haunted Hill",1.9e+07,15946032,40846082,65090541,0,"R","Live Action","Horror",92,"Hauntings",1,"Dark Castle Entertainment","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,"Oct"
"6607","Oct 26, 2012","Silent Hill: Revelation 3D",2e+07,8023036,17530219,55975672,1,"R","Live Action","Horror",94,"Demons, False Identity, Sequels Without Their Original Stars, Sequel With Lead Character Recast, Alternate or Altered Realities, 3-D, Missing Person, Occult, Monster",1,"Samuel Hadida, Silent Hill 2 DCP, Davis Films, Konami","Canada,France","Based on Game","Fantasy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Oct"
"6608","Sep 28, 2012","Solomon Kane",NA,NA,NA,15275793,0,"R","Live Action","Adventure",104,"Sword & Sorcerer, Mercenaries, Religious, Kidnap, Revenge, Non-Chronological, Cannibalism, Possessed, Good vs. Evil, Faustian, Surprise Twist, Death of a Son or Daughter, Development Hell, Delayed Release, Posthumous Release",0,"Davis Films, Wandering Star Pictures","Czech Republic,France,United Kingdom","Based on Fiction Book/Short Story","Fantasy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Sep"
"6611","Aug 23, 2011","Blitz",NA,NA,NA,15774948,0,"R","Live Action","Thriller/Suspense",NA,NA,0,"Lionsgate UK, Davis Films, Current Entertainment, Kushner/Wyman Productions","United Kingdom","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,"Aug"
"6616","Aug 26, 2016","The Hollars",NA,38210,1016985,1139502,1,"PG-13","Live Action","Drama",88,"Romance, Medical and Hospitals, Doctors, Dysfunctional Family, Life in a Small Town, Voiceover/Narration, Fired",0,"Sycamore Pictures, Sunday Night, Groundswell Productions","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,"Aug"
"6619","Jan 21, 2011","The Company Men",NA,647797,4444612,4569967,1,"R","Live Action","Drama",115,"Corporate Life",0,"Battle Mountain Films, Spring Creek Prod","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,"Jan"
"6622","Feb 7, 2003","Deliver Us From Eva",NA,6648374,17573594,17573594,0,"R","Live Action","Romantic Comedy",105,"Romance, Tricked into a Relationship",0,"Baltimore, Spring Creek Prod","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,"Feb"
"6624","Jun 30, 1999","Wild Wild West",1.75e+08,27687484,113805681,221229335,NA,"PG-13","Live Action","Adventure",107,"Visual Effects, Steampunk, Development Hell, Civil War, Buddy Cop",0,"Peters Entertainment, Sonnenfeld-Joseph","United States","Based on TV","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,"Jun"
"6627","Jun 7, 2013","As Cool As I Am",NA,NA,NA,NA,NA,"R","Live Action","Comedy",92,"Coming of Age, Life in a Small Town, Early / Simultaneous Video on Demand release, Delayed Adulthood, Dysfunctional Family",0,"Wind Dancer Films, Identity Films","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Jun"
"6630","Apr 5, 2019","Peterloo",NA,NA,NA,1521008,0,"PG-13","Live Action","Drama",153,"1800s, Mass Shooting, England",0,"Film 4, Thin Man Films, Amazon Studios, BFI, Lipsync Productions","United Kingdom","Based on Real Life Events","Dramatization",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,"Apr"
"6631","Oct 19, 2018","An Evening With Beverly Luf…",NA,NA,NA,10101,0,"R","Live Action","Romantic Comedy",NA,"Relationships Gone Wrong, Familial Murder, Hitmen, Ensemble, Romance, Heist",0,"BFI, National Lottery, Film 4, Park Pictures   , Wigwam Films, Rook Films","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,"Oct"
"6633","May 11, 2018","Beast",NA,53248,800365,1641078,0,"R","Live Action","Drama",107,"Life in a Small Town, Dysfunctional Family, Delayed Adulthood, Romance, Voiceover/Narration, Dream Sequence, Car Accident, Underwater, Pregnant Women, Serial Killer, Murder Mystery, Police Procedural",0,"30 West, Roadside Attractions, Film 4, BFI, Agile Films  , Stray Bear Films","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,"May"
"6634","Jan 20, 2017","Trespass Against Us",NA,1620,5711,434603,0,"R","Live Action","Action",94,"United Kingdom, Heir, Career Criminal, Outlaws, Heist, Car Chase, Generational Conflict, Dysfunctional Family, Early / Simultaneous Video on Demand release",0,"Potboiler Productions, Film 4, BFI, Animal Kingdom, LypSync Productions, Westgrove Partners, DMC Film, Protagonist Pictures","United Kingdom","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,"Jan"
"6635","Aug 7, 2015","Catch Me Daddy",NA,NA,NA,NA,0,"Not Rated","Live Action","Thriller/Suspense",107,"Romance, Interracial Romance, Doomed Romance, Dysfunctional Family, Fugitive / On the Run, Accidental Death, Death of a Sibling, Death of a Son or Daughter, Honor Killing, Runaway",0,"EMU Films, Film 4, BFI, Lipsync Productions, Screen Yorkshire","United Kingdom","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,"Aug"
"6636","Apr 14, 2015","Hyena",NA,NA,3401,89526,0,"Not Rated","Live Action","Thriller/Suspense",112,"Undercover, Narcotics, Smuggler, Organized Crime, Sex Crimes, Human-Trafficking",0,"Film 4, BFI, Number 9 Films, Riggins Productions Limited, Lipsync Productions","United Kingdom","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,"Apr"
"6637","Mar 27, 2015","The Riot Club",NA,2188,6041,2597308,0,"R","Live Action","Drama",107,"Early / Simultaneous Video on Demand release, Spoiled Child, Fraternity/Sorority",0,"Film 4, HanWay Films, BFI, Universal Pictures International, Pinewood Pictures, Blueprint Films","United Kingdom","Based on Play","Contemporary Fiction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,"Mar"
"6638","Jan 23, 2015","The Duke of Burgundy",NA,11902,56657,178459,0,"Not Rated","Live Action","Drama",106,"Romance, LGBT, Sexual Fetishism, Early / Simultaneous Video on Demand release",0,"Rook Films, Film 4","United Kingdom","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,"Jan"
"6639","Aug 15, 2014","Frank",NA,16056,645186,1091652,0,"R","Live Action","Comedy",95,"Musicians, Music Industry, Intertitle, Voiceover/Narration, Mental Illness, Depression, Suicide Attempt, Suicide, Songwriter, Inspired by a True Story",0,"Element Pictures, Runaway Fridge, Film 4, BFI, Protagonist Pictures, Irish Film Board","Ireland,United Kingdom","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,"Aug"
"6641","Mar 22, 2013","On the Road",2.5e+07,39550,720828,9313302,0,"R","Live Action","Drama",125,"Road Trip, Life on the Outside, Writing and Writers, LGBT, Gratuitous Cameos, Non-Chronological, Sexual Fetishism, Inspired by a True Story, Autobiographical, Voiceover/Narration",0,"Jerry Leider Company, Vanguard Films, Film 4","Brazil,France","Based on Fiction Book/Short Story","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Mar"
"6642","Dec 7, 2012","Hyde Park on Hudson",NA,81362,6376145,11242438,1,"R","Live Action","Drama",94,"Political, Royalty, World War II, Infidelity, Biography, Confined to a Wheelchair, Native Americans",0,"Film 4, Free Range Film, Daybreak Pictures","United Kingdom","Based on Real Life Events","Dramatization",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Dec"
"6644","Sep 7, 2012","The Inbetweeners",5700000,35955,35955,86051320,0,"R","Live Action","Comedy",96,"Summer Vacation, Buddy Comedy, Teenage Sex Comedy",1,"Film 4, Young Bwark","United Kingdom","Based on TV","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Sep"
"6646","Jul 13, 2012","The Imposter",NA,22379,901954,3232717,0,"R","Live Action","Documentary",99,"Missing Person, Kidnap, False Identity, Stolen Identity, Biography, Confidence Men, Surprise Twist",0,"A&E Indiefilms, Film 4, Channel 4, RAW, Red Box Films, Passion Pictures","United Kingdom","Based on Real Life Events","Factual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Jul"
"6651","Jul 29, 2011","The Future",1e+06,27137,568662,1239174,1,"R","Live Action","Drama",91,"Performing Arts, Internet, Animal Lead, Talking Animals, Voiceover/Narration, Dancing, Directing Yourself",0,"Razor Films, GNK Productions, Film 4, The Match Factory, Haut et Court","Germany,United States","Original Screenplay","Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,"Jul"
"6653","Feb 11, 2011","The Eagle",2.5e+07,8684464,19490041,38993548,1,"PG-13","Live Action","Action",114,"War, Sword and Sandal, Foreign Language",0,"Film 4","United Kingdom,United States","Based on Fiction Book/Short Story","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,"Feb"
"6657","May 12, 2017","Dead Awake",NA,8834,11528,24137,0,"Not Rated","Live Action","Horror",100,"Social Worker, Supernatural, Sleep Disorders, Early / Simultaneous Video on Demand release, Doctors, Research Scientist, Discredited Scientist",0,"Gama Entertainment, Aristar Entertainment, Incendiary Features","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"May"
"6662","Aug 24, 2018","Arizona",NA,NA,NA,NA,0,NA,"Live Action","Black Comedy",NA,"Early / Simultaneous Video on Demand release, 2000s, Real Estate Agent, Single Parent, Arizona, Body in a Trunk",0,"Imperative Entertainment, Rough House Pictures","United States",NA,"Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,"Aug"
"6663","Mar 30, 2018","Gemini",NA,31976,200340,200340,0,"R","Live Action","Thriller/Suspense",93,"Film Actor, Personal Assistant, Police Procedural, Los Angeles, Death of a Boss, Murder Mystery, Crime Thriller",0,"Syncopated Films, Pastel, Rough House Pictures","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,"Mar"
"6664","Mar 3, 2017","Donald Cried",NA,7977,61406,61406,0,"Not Rated","Live Action","Comedy",85,"You Can't Go Home Again, Delayed Adulthood, Directing Yourself, Screenplay Written By the Star, Director Remaking Their Own Movie, Novel or Other Work Adapted by Author, Remake, Remake with Returning Cast Member, Funeral Reunions",0,"The Orchard, Rough House Pictures, Electric Chinoland, Cardboard Productions, Franklin Avenue Films, How Follows What","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Mar"
"6665","Nov 16, 2016","Hunter Gatherer",NA,NA,NA,NA,0,"Not Rated","Live Action","Drama",88,"Romance, Life on the Outside, Exes in Love, You Can't Go Home Again",0,"Mama Bear Studios, Unbundled Underground, Rough House Pictures","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,"Nov"
"6666","Nov 13, 2015","Hot Sugar's Cold World",NA,NA,NA,NA,0,"Not Rated","Live Action","Documentary",85,"Musicians, Hip Hop and Rap, Voiceover/Narration, Relationships Gone Wrong, Paris",0,"Rough House Pictures","France,United States","Based on Real Life Events","Factual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,"Nov"
"6667","Jun 19, 2015","Manglehorn",4e+06,11227,132270,797439,0,"PG-13","Live Action","Drama",103,"Romance, Early / Simultaneous Video on Demand release",0,"Muskat Filmed Properties, Rough House Pictures, Worldview Entertainment","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,"Jun"
"6669","Apr 11, 2014","Joe",4e+06,NA,373375,373375,0,"R","Live Action","Drama",117,"Early / Simultaneous Video on Demand release, Life on the Outside, Pedophilia, Sex Crimes, Addiction, Dysfunctional Family, Domestic Abuse, Child Abuse, Corrupt Cops",0,"Worldview Entertainment, Dreambridge Films, Muskat Filmed Properties, Rough House Pictures","United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Apr"
"6670","Aug 9, 2013","Prince Avalanche",NA,36694,205139,781111,0,"R","Live Action","Comedy",94,"Foreign-Language Remake, Voiceover/Narration, Early / Simultaneous Video on Demand release, Buddy Comedy",0,"Muskat Filmed Properties, Dogfish Pictures, Lankn Partners, Dreambridge Films, The Bear Media, Rough House Pictures","United States","Remake","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Aug"
"6672","Oct 19, 2011","The Catechism Cataclysm",NA,897,4373,4373,0,"Not Rated","Live Action","Comedy",81,"Religious, Mid-Life Crisis, Musicians",0,"Rough House Pictures","United States","Original Screenplay","Fantasy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,"Oct"
"6685","Apr 3, 1992","Beethoven",NA,7587565,56979478,56979478,0,"PG","Live Action","Comedy",87,"Animal Lead",1,"Ivan Reitman Production","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,"Apr"
